ID_Cliente,Evasion,Genero,Adulto_Mayor,Socio,Dependientes,Meses_Antiguedad,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,TV_Streaming,Peliculas_Streaming,Tipo_Contrato,Facturacion_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Diarios,Cargos_Totales
4472-VESGY,0,femenino,0,1,1,52,1,1,fibra_optica,1,1,1,0,0,1,mes_a_mes,0,bank transfer (automatic),98.15,3.27,4993.4
4475-NVTLU,0,masculino,0,1,1,45,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_electronico,19.2,0.64,903.7
4476-OSWTN,0,masculino,1,1,0,69,1,1,fibra_optica,1,0,1,1,1,1,un_ano,1,cheque_correo,110.55,3.68,7610.1
4480-MBMLB,0,femenino,0,0,0,36,1,1,fibra_optica,0,1,1,0,1,1,un_ano,1,bank transfer (automatic),104.8,3.49,3886.45
4480-QQRHC,0,femenino,1,0,0,8,1,0,fibra_optica,0,0,1,0,0,0,mes_a_mes,1,bank transfer (automatic),74.05,2.47,600.15
4482-EWFMI,0,femenino,0,0,0,2,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,69.7,2.32,135.2
4482-FTFFX,0,masculino,0,0,0,5,1,0,dsl,0,0,1,1,0,0,mes_a_mes,0,cheque_electronico,56.15,1.87,291.45
4484-CGXFK,1,femenino,0,0,0,3,1,0,dsl,0,0,0,0,0,1,mes_a_mes,1,cheque_electronico,55.3,1.84,196.15
4484-GLZOU,1,femenino,0,1,0,52,1,1,fibra_optica,0,1,1,0,1,1,mes_a_mes,1,cheque_electronico,105.05,3.5,5624.85
4486-EFAEB,0,masculino,0,0,0,13,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,20.4,0.68,251.65
4487-ZYJZK,0,femenino,0,1,1,38,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,credit card (automatic),19.6,0.65,763.1
4488-KQFDT,0,femenino,0,0,0,61,1,1,fibra_optica,0,1,1,0,1,1,un_ano,1,cheque_electronico,103.95,3.47,6423.0
4488-PSYCG,1,masculino,0,0,0,16,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,bank transfer (automatic),20.25,0.68,327.45
4489-SNOJF,1,femenino,0,1,1,35,1,1,dsl,1,0,1,1,1,0,mes_a_mes,0,cheque_electronico,72.25,2.41,2568.55
4495-LHSSK,0,femenino,0,0,1,18,1,1,dsl,1,0,0,0,0,0,mes_a_mes,0,cheque_correo,57.65,1.92,992.7
4500-HKANN,0,masculino,0,1,1,23,1,1,dsl,0,1,0,1,0,0,dos_anos,0,cheque_correo,59.7,1.99,1414.2
4501-EQDRN,1,femenino,0,0,0,1,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,0,bank transfer (automatic),69.7,2.32,69.7
4501-UYKBC,0,femenino,1,0,0,46,1,1,dsl,0,0,1,1,0,1,un_ano,1,credit card (automatic),69.1,2.3,3255.35
4501-VCPFK,0,masculino,0,0,0,26,0,0,dsl,0,0,1,1,0,0,mes_a_mes,0,cheque_electronico,35.75,1.19,1022.5
4503-BDXBD,1,masculino,0,0,0,11,1,0,fibra_optica,0,1,0,0,0,0,mes_a_mes,0,cheque_electronico,74.95,2.5,815.5
4504-YOULA,0,femenino,0,1,1,35,1,1,dsl,1,1,0,0,0,0,mes_a_mes,1,credit card (automatic),59.45,1.98,2136.9
4505-EXZHB,1,femenino,1,0,0,6,1,0,fibra_optica,0,0,1,0,0,0,mes_a_mes,0,cheque_electronico,74.4,2.48,434.1
4508-OEBEY,0,masculino,0,1,0,31,1,0,dsl,1,1,1,1,0,1,un_ano,1,credit card (automatic),75.5,2.52,2424.45
4510-HIMLV,1,masculino,0,0,0,1,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,69.8,2.33,69.8
4510-PYUSH,1,femenino,1,0,0,38,1,0,dsl,1,1,0,0,0,0,mes_a_mes,1,credit card (automatic),57.15,1.9,2250.65
4512-ZUIYL,1,femenino,0,0,0,2,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,0,bank transfer (automatic),70.0,2.33,153.05
4513-CXYIX,0,femenino,1,1,0,71,1,1,fibra_optica,1,0,0,0,0,0,dos_anos,1,credit card (automatic),80.7,2.69,5676.0
4514-GFCFI,1,femenino,1,0,0,16,1,1,fibra_optica,0,0,0,0,1,0,mes_a_mes,1,cheque_electronico,84.75,2.82,1350.15
4518-FZBSX,0,masculino,0,1,1,42,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,20.25,0.68,854.9
4521-WFJAI,0,masculino,0,0,0,56,1,1,sin_internet,0,0,0,0,0,0,dos_anos,1,bank transfer (automatic),25.95,0.86,1444.05
4521-YEEHE,0,femenino,0,1,0,18,1,1,fibra_optica,0,0,0,1,1,0,mes_a_mes,1,cheque_electronico,88.85,2.96,1594.75
4522-AKYLR,0,femenino,1,0,0,13,1,0,dsl,0,1,1,0,0,0,mes_a_mes,1,cheque_electronico,54.8,1.83,731.3
4522-XRWWI,0,masculino,0,1,0,42,1,1,dsl,1,0,0,1,1,1,un_ano,0,credit card (automatic),80.45,2.68,3375.9
4523-WXCEF,1,femenino,0,1,0,59,1,1,fibra_optica,0,1,0,0,1,1,mes_a_mes,0,cheque_electronico,101.1,3.37,6039.9
4524-QCSSM,0,masculino,0,0,0,26,0,0,dsl,1,1,0,0,0,1,mes_a_mes,1,bank transfer (automatic),44.65,1.49,1156.55
4525-VZCZG,0,masculino,0,0,1,54,1,0,fibra_optica,1,1,0,1,1,1,un_ano,1,cheque_electronico,105.85,3.53,5826.65
4526-EXKKN,0,masculino,0,0,0,40,1,1,sin_internet,0,0,0,0,0,0,dos_anos,1,cheque_correo,24.6,0.82,973.95
4526-RMTLL,0,masculino,0,1,1,8,1,1,dsl,1,1,0,1,0,1,dos_anos,1,credit card (automatic),76.15,2.54,645.8
4526-ZJJTM,0,femenino,1,1,0,25,1,0,fibra_optica,0,1,1,0,0,1,mes_a_mes,0,bank transfer (automatic),88.4,2.95,2191.15
4529-CKBCL,1,femenino,0,0,0,2,1,0,fibra_optica,0,0,0,0,1,0,mes_a_mes,1,cheque_electronico,80.2,2.67,146.05
4530-NDRKU,0,femenino,0,1,1,42,1,0,sin_internet,0,0,0,0,0,0,un_ano,1,cheque_electronico,19.05,0.64,761.85
4531-AUZNK,0,femenino,0,1,1,51,1,1,fibra_optica,1,0,0,1,1,0,un_ano,1,cheque_correo,95.15,3.17,5000.05
4534-WGCIR,0,femenino,0,1,1,58,1,1,sin_internet,0,0,0,0,0,0,dos_anos,0,credit card (automatic),25.15,0.84,1509.9
4536-PLEQY,0,masculino,0,1,0,12,1,0,fibra_optica,0,1,0,0,0,1,mes_a_mes,1,credit card (automatic),85.05,2.84,999.8
4537-CIBHB,0,femenino,0,1,1,9,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,20.25,0.68,172.35
4537-DKTAL,0,femenino,0,0,0,2,1,0,dsl,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,45.55,1.52,84.4
4538-WNTMJ,0,femenino,0,1,1,46,1,1,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,24.95,0.83,1165.9
4541-RMRLG,1,masculino,0,0,0,7,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,19.25,0.64,112.3
4544-RXFMG,0,masculino,0,1,1,8,1,0,dsl,0,0,0,0,0,0,un_ano,1,cheque_correo,43.45,1.45,345.5
4546-FOKWR,0,femenino,0,0,0,16,1,1,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,credit card (automatic),74.75,2.49,1129.35
4547-FZJWE,0,masculino,0,1,1,55,1,0,dsl,1,0,0,0,0,1,un_ano,0,credit card (automatic),59.45,1.98,3157.0
4547-KQRTM,1,femenino,0,0,0,10,1,1,fibra_optica,0,1,0,0,0,0,mes_a_mes,1,bank transfer (automatic),80.05,2.67,830.7
4547-LYTDD,1,femenino,0,0,0,16,1,1,fibra_optica,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,72.65,2.42,1194.3
4548-SDBKE,1,femenino,0,0,0,5,1,1,fibra_optica,0,0,0,0,1,0,mes_a_mes,1,cheque_electronico,85.2,2.84,474.8
4549-ZDQYY,0,femenino,0,0,0,52,1,0,dsl,1,0,1,1,0,0,un_ano,0,credit card (automatic),57.95,1.93,3042.25
4550-EVXNY,1,femenino,0,0,1,1,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,69.65,2.32,69.65
4550-VBOFE,1,masculino,1,1,0,70,1,1,fibra_optica,0,1,1,0,1,1,mes_a_mes,1,cheque_electronico,102.95,3.43,7101.5
4553-DVPZG,0,femenino,0,1,0,62,1,1,fibra_optica,0,0,1,0,1,1,mes_a_mes,1,cheque_electronico,101.35,3.38,6164.7
4554-YGZIH,1,masculino,1,1,0,49,1,1,fibra_optica,0,1,0,0,0,1,mes_a_mes,0,credit card (automatic),90.05,3.0,4547.25
4558-CGYCZ,0,masculino,0,0,0,4,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,19.75,0.66,78.3
4558-FANTW,1,femenino,0,1,1,17,1,0,fibra_optica,1,0,0,1,1,0,mes_a_mes,0,cheque_electronico,91.85,3.06,1574.45
4559-UWIHT,0,masculino,0,1,0,14,1,1,fibra_optica,0,1,1,0,0,0,mes_a_mes,1,cheque_electronico,82.65,2.76,1185.0
4560-WQAQW,0,femenino,0,0,0,59,1,1,dsl,1,0,0,1,0,1,un_ano,0,bank transfer (automatic),68.7,2.29,4070.95
4565-EVZMJ,0,femenino,0,0,0,47,1,0,dsl,1,1,0,1,0,0,un_ano,1,cheque_correo,58.9,1.96,2813.05
4565-NLZBV,0,femenino,0,1,0,71,1,1,sin_internet,0,0,0,0,0,0,dos_anos,1,bank transfer (automatic),24.65,0.82,1710.15
4566-GOLUK,1,masculino,0,1,1,47,1,1,fibra_optica,0,0,1,1,1,1,mes_a_mes,1,bank transfer (automatic),107.35,3.58,5118.95
4566-NECEV,0,masculino,0,0,0,5,1,1,fibra_optica,0,1,1,0,0,1,mes_a_mes,0,cheque_electronico,96.55,3.22,500.1
4566-QVRRW,1,femenino,0,1,0,11,1,0,dsl,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,44.05,1.47,483.7
4567-AKPIA,0,femenino,0,1,1,41,1,1,fibra_optica,0,1,1,1,1,1,un_ano,1,bank transfer (automatic),109.1,3.64,4454.25
4568-KNYWR,0,masculino,0,0,0,52,1,0,dsl,1,1,0,0,1,0,dos_anos,1,credit card (automatic),63.25,2.11,3342.45
4568-TTZRT,0,masculino,0,0,0,9,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,20.4,0.68,181.8
4570-QHXHL,0,femenino,0,0,0,9,1,0,dsl,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,43.75,1.46,405.7
4572-DVCGN,1,femenino,0,0,0,10,1,0,fibra_optica,0,0,0,0,0,1,mes_a_mes,1,bank transfer (automatic),80.25,2.68,846.0
4573-JKNAE,0,masculino,0,0,1,12,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,bank transfer (automatic),19.35,0.64,212.3
4576-CSAJH,1,masculino,0,0,0,22,1,0,dsl,0,1,0,1,0,0,un_ano,1,credit card (automatic),55.15,1.84,1193.05
4578-PHJYZ,0,masculino,0,1,1,52,1,0,dsl,0,1,1,1,1,0,un_ano,1,cheque_electronico,68.75,2.29,3482.85
4580-TMHJU,1,femenino,0,1,1,43,1,0,dsl,0,0,0,0,1,0,mes_a_mes,0,cheque_electronico,56.15,1.87,2499.3
4581-LNWUM,0,femenino,0,0,0,13,0,0,dsl,0,0,1,0,1,1,mes_a_mes,0,cheque_electronico,49.15,1.64,649.4
4581-SSPWD,1,femenino,0,0,0,3,1,1,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,75.8,2.53,246.3
4583-PARNH,0,masculino,1,1,0,16,1,0,fibra_optica,0,0,1,1,0,1,mes_a_mes,1,cheque_electronico,91.55,3.05,1540.05
4584-LBNMK,0,masculino,1,1,0,45,1,1,sin_internet,0,0,0,0,0,0,un_ano,0,credit card (automatic),24.7,0.82,1174.35
4585-HETAI,1,femenino,0,1,1,4,1,0,fibra_optica,0,0,1,0,0,0,mes_a_mes,1,cheque_electronico,73.75,2.46,325.45
4587-NUKOX,1,femenino,0,0,0,3,1,0,fibra_optica,1,1,0,0,0,0,mes_a_mes,1,cheque_electronico,79.1,2.64,246.5
4587-VVTOX,1,femenino,0,1,0,6,1,1,fibra_optica,0,1,1,0,1,1,mes_a_mes,1,cheque_electronico,105.3,3.51,545.2
4588-YBNIB,1,femenino,0,0,0,1,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_correo,19.6,0.65,19.6
4589-IUAJB,0,masculino,0,1,0,70,1,1,sin_internet,0,0,0,0,0,0,dos_anos,0,bank transfer (automatic),24.25,0.81,1724.15
4592-IWTJI,1,femenino,0,1,1,3,0,0,dsl,1,0,0,0,0,0,mes_a_mes,0,credit card (automatic),29.7,0.99,91.7
4597-ELFTS,1,masculino,0,0,0,56,1,1,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_electronico,24.9,0.83,1334.0
4597-NUCQV,1,masculino,1,0,0,24,1,1,fibra_optica,0,1,0,0,1,1,mes_a_mes,1,cheque_electronico,101.25,3.38,2440.15
4598-XLKNJ,1,femenino,1,1,0,25,1,0,fibra_optica,0,1,1,0,1,1,mes_a_mes,1,cheque_electronico,98.5,3.28,2514.5
4598-ZADCK,0,femenino,0,0,0,53,0,0,dsl,1,1,1,1,1,0,un_ano,1,cheque_electronico,53.6,1.79,2879.2
4603-JANFB,1,masculino,0,0,0,1,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,69.85,2.33,69.85
4607-CHPCA,1,masculino,0,1,1,25,1,0,fibra_optica,0,0,0,0,1,1,un_ano,1,cheque_electronico,90.4,3.01,2178.6
4608-LCIMN,0,masculino,0,1,1,8,1,0,dsl,0,0,0,0,0,0,mes_a_mes,0,bank transfer (automatic),44.65,1.49,369.15
4609-KNNWG,0,femenino,0,1,1,27,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_correo,19.9,0.66,550.1
4611-ANLQC,0,femenino,0,1,0,60,0,0,dsl,1,1,1,0,0,1,un_ano,0,cheque_electronico,50.05,1.67,2911.5
4612-SSVHJ,0,femenino,1,0,0,20,1,0,fibra_optica,0,0,0,0,0,1,mes_a_mes,1,cheque_electronico,81.45,2.72,1671.6
4612-THJBS,1,femenino,1,0,0,56,1,1,fibra_optica,0,1,1,0,1,1,un_ano,1,bank transfer (automatic),104.75,3.49,5510.65
4614-NUVZD,1,femenino,0,0,0,1,1,0,fibra_optica,0,0,0,0,0,1,mes_a_mes,1,cheque_electronico,81.1,2.7,81.1
4615-PIVVU,0,femenino,0,0,0,42,1,0,dsl,0,0,1,1,0,1,dos_anos,0,credit card (automatic),66.5,2.22,2762.75
4616-EWBNJ,0,femenino,0,0,0,16,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,bank transfer (automatic),20.1,0.67,318.6
4616-ULAOA,0,femenino,0,1,1,65,1,1,fibra_optica,0,1,1,1,1,1,dos_anos,1,credit card (automatic),110.8,3.69,7245.9
4619-EVPHY,0,femenino,1,1,0,20,1,0,fibra_optica,0,0,0,0,1,1,un_ano,1,bank transfer (automatic),91.0,3.03,1859.5
4622-YNKIJ,0,masculino,0,0,0,33,1,0,fibra_optica,1,0,0,1,1,0,dos_anos,1,cheque_electronico,88.95,2.97,3027.65
4623-ZKHLY,0,masculino,0,1,0,22,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,1,bank transfer (automatic),20.45,0.68,471.55
4625-EWPTF,1,masculino,0,0,0,8,0,0,dsl,1,0,0,0,0,0,mes_a_mes,1,cheque_electronico,30.45,1.01,226.45
4625-LAMOB,0,masculino,0,0,0,44,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,credit card (automatic),20.4,0.68,905.55
4625-XMOYM,0,femenino,0,1,1,72,1,1,sin_internet,0,0,0,0,0,0,dos_anos,1,bank transfer (automatic),26.25,0.88,1988.05
4626-GYCZP,1,masculino,0,0,0,7,1,1,fibra_optica,0,0,0,0,1,1,mes_a_mes,1,cheque_electronico,93.85,3.13,635.6
4626-OZDTJ,0,femenino,0,1,0,51,1,1,dsl,0,1,0,1,1,1,un_ano,1,credit card (automatic),78.65,2.62,3950.85
4627-MIHJH,0,femenino,1,0,0,69,1,1,fibra_optica,1,0,1,1,1,1,dos_anos,0,credit card (automatic),110.25,3.68,7467.55
4628-CTTLA,1,masculino,0,0,0,57,0,0,dsl,0,1,0,0,1,0,mes_a_mes,1,cheque_electronico,39.3,1.31,2111.45
4628-WQCQQ,1,masculino,0,0,1,35,1,0,fibra_optica,0,0,1,0,1,0,un_ano,1,cheque_electronico,85.15,2.84,3030.6
4629-NRXKX,1,femenino,0,1,1,2,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,70.4,2.35,147.15
4631-OACRM,1,masculino,1,0,0,15,1,0,fibra_optica,0,0,0,0,0,1,mes_a_mes,1,cheque_electronico,79.4,2.65,1156.1
4632-PAOYU,0,masculino,0,1,1,22,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,19.95,0.66,433.5
4632-XJMEX,0,masculino,0,0,1,53,1,0,dsl,1,1,0,1,0,0,un_ano,0,credit card (automatic),62.85,2.1,3419.5
4633-MKHYU,0,femenino,0,0,0,9,1,0,fibra_optica,0,0,0,0,1,1,mes_a_mes,1,cheque_correo,88.4,2.95,788.6
4634-JLRJT,0,femenino,0,0,0,1,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_correo,20.35,0.68,20.35
4635-EJYPD,0,masculino,0,1,1,32,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_correo,18.95,0.63,613.95
4636-JGAAI,0,masculino,0,1,0,34,1,1,fibra_optica,0,1,0,0,0,1,mes_a_mes,0,cheque_correo,88.85,2.96,3000.25
4636-OLWOE,0,masculino,0,0,1,54,1,0,dsl,0,1,1,1,0,0,un_ano,1,cheque_electronico,61.0,2.03,3283.05
4636-QRJKY,1,femenino,0,1,1,6,1,1,fibra_optica,0,0,0,1,0,0,mes_a_mes,1,cheque_electronico,80.5,2.68,502.85
4636-TVXVG,0,masculino,0,1,1,62,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,bank transfer (automatic),19.95,0.66,1244.8
4640-UHDOS,1,femenino,0,1,1,13,1,0,dsl,0,0,0,0,0,1,mes_a_mes,0,cheque_electronico,55.95,1.86,734.35
4641-FROLU,0,femenino,0,1,1,30,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_correo,19.3,0.64,602.9
4644-OBGFZ,0,masculino,0,1,1,55,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,19.5,0.65,1026.35
4644-PIZRT,0,masculino,0,1,1,17,1,1,dsl,1,0,1,0,1,0,un_ano,1,bank transfer (automatic),70.35,2.34,1201.65
4646-QZXTF,0,femenino,0,1,0,7,1,0,dsl,1,0,1,1,1,1,mes_a_mes,0,bank transfer (automatic),81.25,2.71,580.1
4647-MUZON,0,femenino,0,1,0,18,1,0,fibra_optica,0,0,1,0,1,1,mes_a_mes,1,credit card (automatic),95.95,3.2,1745.5
4647-XXZAM,0,femenino,0,1,1,6,1,0,dsl,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,45.5,1.52,285.2
4648-YPBTM,0,masculino,0,0,0,53,1,1,dsl,0,1,1,1,0,1,dos_anos,1,bank transfer (automatic),73.9,2.46,3958.25
4652-NNHNY,1,masculino,0,1,0,16,1,1,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,bank transfer (automatic),73.85,2.46,1284.2
4652-ODEVH,0,masculino,0,1,1,45,1,1,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_correo,24.45,0.82,1088.25
4654-DLAMQ,0,femenino,1,1,0,64,1,0,fibra_optica,1,1,1,0,0,1,un_ano,0,bank transfer (automatic),97.0,3.23,6430.9
4654-GGUII,0,femenino,0,0,0,18,0,0,dsl,1,1,0,1,0,0,un_ano,1,cheque_correo,40.2,1.34,711.95
4654-ULTTN,0,masculino,0,1,0,70,1,1,dsl,1,0,1,1,0,1,dos_anos,1,credit card (automatic),74.8,2.49,5315.8
4656-CAURT,0,masculino,0,0,0,69,1,1,sin_internet,0,0,0,0,0,0,dos_anos,0,bank transfer (automatic),23.95,0.8,1713.1
4657-FWVFY,0,femenino,0,1,1,40,1,1,fibra_optica,0,1,1,0,1,0,mes_a_mes,1,credit card (automatic),96.35,3.21,3915.4
4658-HCOHW,1,femenino,0,1,1,21,1,0,fibra_optica,0,1,1,1,1,1,mes_a_mes,1,cheque_electronico,102.8,3.43,2110.15
4659-NZRUF,1,femenino,0,0,0,19,1,1,fibra_optica,1,1,0,0,0,1,mes_a_mes,1,cheque_electronico,95.15,3.17,1789.25
4660-IRIBM,0,masculino,0,1,1,18,1,0,fibra_optica,1,0,1,0,1,0,mes_a_mes,1,cheque_correo,87.9,2.93,1500.5
4661-NJEUX,0,masculino,0,0,0,1,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_correo,20.05,0.67,20.05
4662-EKDPQ,1,masculino,0,0,0,2,1,1,dsl,0,0,0,0,0,1,mes_a_mes,0,bank transfer (automatic),62.05,2.07,118.3
4664-NJCMS,0,femenino,0,1,0,33,0,0,dsl,1,0,1,1,1,1,dos_anos,0,bank transfer (automatic),59.55,1.98,2016.3
4667-OHGKG,1,masculino,0,0,0,1,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,1,cheque_correo,19.3,0.64,19.3
4667-QONEA,0,femenino,1,1,1,60,1,0,dsl,1,1,1,1,0,1,un_ano,1,credit card (automatic),74.85,2.49,4456.35
4670-TABXH,0,masculino,0,1,0,72,1,1,fibra_optica,0,1,1,1,1,1,dos_anos,1,credit card (automatic),109.75,3.66,7758.9
4671-LXRDQ,1,masculino,0,0,0,2,1,0,dsl,0,0,0,0,0,0,mes_a_mes,1,cheque_correo,45.0,1.5,96.45
4671-VJLCL,0,femenino,0,0,0,63,1,1,dsl,1,1,1,1,1,0,dos_anos,1,credit card (automatic),79.85,2.66,4861.45
4672-FOTSD,0,masculino,0,0,0,12,1,1,dsl,1,1,0,1,0,0,mes_a_mes,1,cheque_electronico,67.25,2.24,832.3
4673-KKSLS,0,femenino,0,0,0,31,1,0,fibra_optica,1,0,1,1,0,0,mes_a_mes,0,cheque_electronico,87.6,2.92,2724.25
4674-HGNUA,0,masculino,0,1,1,71,1,1,dsl,1,1,1,1,1,1,dos_anos,0,credit card (automatic),89.9,3.0,6457.15
4676-MQUEA,0,masculino,1,1,0,50,1,1,fibra_optica,1,1,1,0,1,0,un_ano,1,bank transfer (automatic),101.9,3.4,5265.5
4676-WLUHT,0,masculino,0,0,0,54,0,0,dsl,1,1,0,0,0,1,dos_anos,0,bank transfer (automatic),46.2,1.54,2431.95
4678-DVQEO,1,femenino,0,0,0,1,1,0,dsl,0,0,0,1,0,0,mes_a_mes,1,cheque_electronico,52.2,1.74,52.2
4680-KUTAJ,0,femenino,1,0,0,11,1,1,dsl,1,0,0,0,0,0,mes_a_mes,1,cheque_electronico,55.6,1.85,580.8
4682-BLBUC,0,masculino,0,1,0,44,1,0,dsl,0,1,1,1,1,0,un_ano,1,cheque_electronico,70.95,2.37,3250.45
4683-WYDOU,0,masculino,0,1,0,62,1,1,fibra_optica,0,0,1,1,1,1,dos_anos,1,bank transfer (automatic),107.6,3.59,6912.7
4685-ERGHK,0,masculino,0,0,0,57,1,1,fibra_optica,0,0,0,0,1,0,un_ano,1,cheque_electronico,86.9,2.9,4939.25
4685-TFLLS,0,masculino,0,1,1,18,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,bank transfer (automatic),19.8,0.66,342.3
4686-GEFRM,0,masculino,0,1,0,70,1,1,fibra_optica,0,1,1,1,0,1,dos_anos,1,bank transfer (automatic),98.7,3.29,6858.9
4686-UXDML,0,femenino,0,0,0,21,1,1,fibra_optica,0,1,0,0,1,1,mes_a_mes,1,credit card (automatic),99.85,3.33,1992.55
4690-LLKUA,1,masculino,1,0,0,17,1,0,dsl,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,45.05,1.5,770.6
4690-PKDQG,0,femenino,1,1,0,42,1,1,fibra_optica,0,1,1,0,1,0,mes_a_mes,1,cheque_electronico,95.55,3.18,3930.6
4692-NNQRU,0,femenino,0,1,0,21,1,0,fibra_optica,0,0,1,1,0,0,un_ano,0,cheque_electronico,79.2,2.64,1742.45
4693-VWVBO,0,femenino,0,0,0,3,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,19.55,0.65,61.05
4694-PHWFW,0,femenino,0,0,1,8,1,0,sin_internet,0,0,0,0,0,0,mes_a_mes,0,cheque_correo,19.95,0.66,170.9
4695-VADHF,1,masculino,0,1,1,18,1,0,dsl,0,0,1,0,0,1,mes_a_mes,0,cheque_electronico,57.45,1.92,990.85
4695-WJZUE,1,femenino,1,0,0,2,1,1,fibra_optica,0,0,1,0,0,1,mes_a_mes,1,cheque_electronico,88.55,2.95,179.25
4697-LUPSU,0,masculino,0,1,1,2,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_correo,20.2,0.67,34.75
4698-KVLLG,0,femenino,1,0,0,51,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,credit card (automatic),19.6,0.65,967.9
4700-UBQMV,0,masculino,0,1,1,21,1,1,dsl,1,0,0,0,1,1,un_ano,1,bank transfer (automatic),75.9,2.53,1549.75
4701-AHWMW,1,masculino,0,1,0,55,0,0,dsl,0,0,1,1,1,1,mes_a_mes,1,bank transfer (automatic),54.55,1.82,2978.3
4701-LKOZD,0,femenino,0,0,0,70,1,1,dsl,1,1,1,1,1,1,dos_anos,0,credit card (automatic),89.75,2.99,6367.2
4701-MLJPN,1,masculino,0,0,0,31,1,0,dsl,0,0,1,1,0,0,mes_a_mes,1,cheque_electronico,55.25,1.84,1715.65
4702-HDRKD,0,masculino,0,0,0,67,0,0,dsl,1,0,1,1,1,0,un_ano,1,bank transfer (automatic),49.35,1.64,3321.35
4702-IOQDC,1,femenino,0,0,0,1,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,70.1,2.34,70.1
4703-MQYKT,0,masculino,0,0,0,21,1,0,sin_internet,0,0,0,0,0,0,dos_anos,0,cheque_correo,19.6,0.65,390.4
4704-ERYFC,1,femenino,0,1,0,22,1,0,fibra_optica,0,0,0,0,0,0,mes_a_mes,1,cheque_electronico,69.25,2.31,1554.0
4706-AXVKM,1,femenino,1,0,0,11,1,1,fibra_optica,0,0,0,0,0,1,mes_a_mes,1,credit card (automatic),84.8,2.83,906.85
4706-DGAHW,0,masculino,1,0,0,1,1,0,dsl,0,0,0,0,0,0,mes_a_mes,0,cheque_electronico,45.2,1.51,45.2
4707-MAXGU,0,masculino,0,1,0,72,1,1,sin_internet,0,0,0,0,0,0,dos_anos,0,credit card (automatic),25.85,0.86,1872.2
4707-YNOQA,0,femenino,0,1,1,34,1,1,sin_internet,0,0,0,0,0,0,un_ano,1,credit card (automatic),25.6,0.85,917.15
4709-LKHYG,0,femenino,0,1,1,29,1,0,sin_internet,0,0,0,0,0,0,un_ano,0,cheque_electronico,20.0,0.67,540.05
